,Disease Name,Sentence,Spacy Tokens Target,BERT Tokens Target
3020,neuroblastoma,Neuroblastoma in children: Update on clinicopathologic and genetic prognostic factors,[1 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3021,,Joint structure and function: a comprehensive analysis,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0]
3022,,Haemodynamic studies in patients with artificial pacemakers,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
3023,threadworms,Threadworms: a starting point for family hygiene,[1 0 0 0 0 0 0 0],[1 1 1 0 0 0 0 0 0 0]
3024,,"The molecular control of corpus luteum formation, function, and regression",[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3025,fibromyalgia,Prevalence of fibromyalgia: literature review update,[0 0 1 0 0 0 0],[0 0 1 1 1 1 1 0 0 0 0]
3026,,Digitalis,[0],[0 0]
3027,chronic fatigue syndrome,Chronic fatigue syndrome–a clinically empirical approach to its definition and study,[1 1 1 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0 0 0 0 0 0 0 0]
3028,liver cancer,Projections of primary liver cancer to 2030 in 30 countries worldwide,[0 0 0 1 1 0 0 0 0 0 0],[0 0 0 1 1 0 0 0 0 0 0 0]
3029,asthma,From atopic dermatitis to asthma: the atopic march,[0 0 0 0 1 0 0 0 0],[0 0 0 0 0 0 0 1 0 0 0 0 0]
3030,,Cellular and molecular diversities of mammalian skeletal muscle fibers,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3031,,"Acute subdural hematoma: morbidity, mortality, and operative timing",[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3032,,Neural correlates of perceptual difference between itching and pain: a human fMRI study,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3033,,High intensity focused ultrasound in clinical tumor ablation,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
3034,anxiety,How to control your anxiety before it controls you,[0 0 0 0 1 0 0 0 0],[0 0 0 0 1 0 0 0 0]
3035,cystic fibrosis,Cystic fibrosis since 1938,[1 1 0 0],[1 1 1 1 1 0 0]
3036,,Effect of partial sleep deprivation on sleep stages and EEG power spectra: evidence for non-REM and REM sleep homeostasis,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3037,,Computed tomography of the lumbar facet joints.,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
3038,oesophageal cancer,Oesophageal cancer is an uncommon cause of death in patients with Barrett's oesophagus.,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3039,,Epidemiology of aortic aneurysm in the United States,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3040,,Cognitive-behavioral therapy for psychogenic nonepileptic seizures: a pilot RCT,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3041,,A test for Creutzfeldt–Jakob disease using nasal brushings,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3042,,Diabetic neuropathies,[0 0],[0 0 0 0 0 0 0]
3043,irritable bowel syndrome,Prognosis in the irritable bowel syndrome: a 5-year prospective study,[0 0 0 1 1 1 0 0 0 0 0 0 0],[0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0]
3044,anaphylaxis,The epidemiology of anaphylaxis in Europe: a systematic review,[0 0 0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0]
3045,,Selective serotonin reuptake inhibitors (SSRIs) for depressive disorders in children and adolescents,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3046,,Bacterial biogeography of the human digestive tract,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3047,,Increased vasoconstrictor sensitivity in obstructive sleep apnea,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3048,headache,Does chronic daily headache arise de novo in association with regular use of analgesics?,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
3049,nosebleeds,Nosebleeds may mean something much more serious: an introduction to HHT,[1 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
3050,atrial fibrillation,New ideas about atrial fibrillation 50 years on,[0 0 0 1 1 0 0 0],[0 0 0 1 1 1 1 1 0 0 0]
3051,,Acute myeloid leukaemia in children: experience at a tertiary care facility of Pakistan,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3052,,Clinical application of GnRH-antagonists,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
3053,,Addressing concerns about fever,[0 0 0 0],[0 0 0 0]
3054,bowel incontinence,Bladder and bowel incontinence in COVID‐19,[0 0 1 1 0 0],[0 0 1 1 1 1 1 1 0 0 0 0 0]
3055,chronic fatigue syndrome,Chronic fatigue syndrome: a review,[1 1 1 0 0 0],[1 1 1 0 0 0]
3056,heart failure,Economics of chronic heart failure,[0 0 0 1 1],[0 0 0 1 1]
3057,,Does Nd: YAG capsulotomy increase the risk of retinal detachment?,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3058,,Risk factors for postherpetic neuralgia,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
3059,,Sarcoma as a model for adolescent and young adult care,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
3060,,Organization and modulation of nuclear lamina structure,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0]
3061,,The upper airway resistance syndrome,[0 0 0 0 0],[0 0 0 0 0 0]
3062,,Muscle biopsy: a practical approach,[0 0 0 0 0 0],[0 0 0 0 0 0 0]
3063,,"H-measures, a new approach for studying homogenisation, oscillations and concentration effects in partial differential equations",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3064,,Management of hypertriglyceridemia,[0 0 0],[0 0 0 0 0 0 0 0]
3065,,Stratum corneum dysfunction in dandruff,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
3066,,Lymphogranuloma venereum among men who have sex with men. An epidemiological and clinical review,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3067,mouth cancer,Screening for mouth cancer: the pros and cons of a national programme,[0 0 1 1 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
3068,glandular fever,An unusual presentation of glandular fever,[0 0 0 0 1 1],[0 0 0 0 1 1 1]
3069,,Understanding and misunderstanding randomized controlled trials,[0 0 0 0 0 0],[0 0 0 0 0 0 0]
3070,post - traumatic stress disorder,Post-traumatic stress disorder in the general population,[1 1 1 1 1 0 0 0 0],[1 1 1 1 1 0 0 0 0]
3071,,Adrenaline and adrenochrome,[0 0 0],[0 0 0 0 0 0 0]
3072,cervical cancer,Cervical cancer: prevention and treatment,[1 1 0 0 0 0],[1 1 0 0 0 0]
3073,,"Cochlear implants: system design, integration, and evaluation",[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3074,,Opioid receptors,[0 0],[0 0 0 0]
3075,,Where do teenagers and young adults receive treatment for cancer?,[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
3076,iron iron deficiency anaemia,Iron therapy for improving psychomotor development and cognitive function in children under the age of three with iron deficiency anaemia,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1]
3077,allergy,9. Food allergy,[0 0 0 1],[0 0 0 1 1]
3078,neuroendocrine tumours,The management of neuroendocrine tumours: current and future medical therapy options,[0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0]
3079,,Streptokinase—a clinically useful thrombolytic agent,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3080,bladder cancer,Quality of life aspects of bladder cancer: a review of the literature,[0 0 0 0 0 1 1 0 0 0 0 0 0],[0 0 0 0 0 1 1 0 0 0 0 0 0]
3081,scarlet fever,An outbreak of scarlet fever in a primary school,[0 0 0 1 1 0 0 0 0],[0 0 0 1 1 0 0 0 0]
3082,post - polio syndrome,Intrathecal immune response in patients with the post-polio syndrome,[0 0 0 0 0 0 0 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 1 1 1 1]
3083,,The efficacy and safety of PDE5 inhibitors,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
3084,liver tumours,Functional imaging in liver tumours,[0 0 0 1 1],[0 0 0 1 1 1 1]
3085,,Extraosseous Ewing sarcoma in children and adolescents: A retrospective series from a referral pediatric oncology center,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3086,chronic fatigue syndrome,Advances in understanding the pathophysiology of chronic fatigue syndrome,[0 0 0 0 0 0 1 1 1],[0 0 0 0 0 0 0 0 0 0 1 1 1]
3087,cerebral palsy,The epidemiology and causes of cerebral palsy,[0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 1 1 1]
3088,erectile dysfunction,Psychogenic erectile dysfunction,[0 1 1],[0 0 1 1 1]
3089,,Using the Lensometer: A Reference Guide for Ophthalmology Office Staff,[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3090,sickle cell disease,Sickle-cell disease,[1 0 1 1],[1 1 0 1 1]
3091,fever in adults,Occurrence and outcome of fever in critically ill adults,[0 0 0 0 1 1 0 0 1],[0 0 0 0 1 1 0 0 1]
3092,,Dihydrotestosterone in prostatic hypertrophy: I. The formation and content of dihydrotestosterone in the hypertrophic prostate of man,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3093,,The effect of temperature on systolic blood pressure,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3094,,"Pus, deoxyribonucleic acid, and sputum viscosity.",[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3095,haemorrhoids,Management of haemorrhoids,[0 0 1],[0 0 1 1 1 1 1]
3096,meningitis,"Epidemiology, diagnosis, and antimicrobial treatment of acute bacterial meningitis",[0 0 0 0 0 0 0 0 0 0 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1]
3097,cystitis cystitis,Biopsy features are associated with primary symptoms in interstitial cystitis: results from the interstitial cystitis database study,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0]
3098,cystitis,Role of inflammation in bladder function and interstitial cystitis,[0 0 0 0 0 0 0 0 1],[0 0 0 0 0 0 0 0 0 0 1 1 1]
3099,,Buried alive: how osteoblasts become osteocytes,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
3100,,Mucous membrane pemphigoid,[0 0 0],[0 0 0 0 0 0 0 0]
3101,hodgkin lymphoma,Non-Hodgkin lymphoma in the developing world: review of 4539 cases from the International Non-Hodgkin Lymphoma Classification Project,[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3102,,"Perception, hallucination, and illusion",[0 0 0 0 0 0],[0 0 0 0 0 0 0 0]
3103,,Cholecystokinin receptors,[0 0],[0 0 0 0 0 0 0]
3104,ingrown toenails,Treatment of ingrown toenails using a new conservative method: a prospective study comparing brace treatment with Emmert's procedure,[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3105,hiatus hernia,Durability of giant hiatus hernia repair in 455 patients over 20 years,[0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0]
3106,,Low-temperature oxidation,[0 0 0 0],[0 0 0 0]
3107,,A review of research on the effectiveness of self-help mutual aid groups,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3108,,How I treat chronic myeloid leukemia in children and adolescents,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0]
3109,,Diabetes in America: epidemiology and scope of the problem,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
3110,,Raynaud's phenomenon in children: a retrospective review of 123 patients,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3111,acute cholecystitis,Does this patient have acute cholecystitis?,[0 0 0 0 1 1 0],[0 0 0 0 1 1 1 1 1 1 0]
3112,,Changes in cognitive function in human aging,[0 0 0 0 0 0 0],[0 0 0 0 0 0 0]
3113,panic disorder,Panic disorder and agoraphobia,[1 1 0 0],[1 1 0 0 0 0 0]
3114,,Plant respiration.,[0 0 0],[0 0 0 0]
3115,irritable bowel syndrome,Diagnosis and treatment of irritable bowel syndrome: a review,[0 0 0 0 1 1 1 0 0 0],[0 0 0 0 1 1 1 1 1 1 0 0 0]
3116,urinary tract infections,Catheter-associated urinary tract infections,[0 0 0 1 1 1],[0 0 0 0 0 1 1 1 1 1]
3117,,Transmission of Ebola virus disease: an overview,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0]
3118,liver tumours tumour,MR elastography of liver tumours: value of viscoelastic properties for tumour characterisation,[0 0 0 1 1 0 0 0 0 0 0 1 0],[0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0]
3119,,Refinement of the hydroxyapatite structure,[0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3120,,Chemistry of thyroxine: constitution and synthesis of thyroxine,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3121,fibroids,Uterine fibroids: diagnosis and treatment,[0 1 0 0 0 0],[0 0 1 1 1 0 0 0 0]
3122,depression,Comparative efficacy and safety of MAOIs versus TCAs in treating depression in the elderly,[0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
3123,prostate cancer,Androgen-independent prostate cancer is a heterogeneous group of diseases: lessons from a rapid autopsy program,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3124,,Nummular eczema: an updated review,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3125,,"Techniques of EMG signal analysis: detection, processing, classification and applications",[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3126,,Retrieval techniques.,[0 0 0],[0 0 0]
3127,,Pittsburgh compound B imaging and prediction of progression from cognitive normality to symptomatic Alzheimer disease,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3128,cellulitis,Chronic dermatomycoses of the foot as risk factors for acute bacterial cellulitis of the leg: a case-control study,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
3129,constipation,Epidemiology of constipation in children and adults: a systematic review,[0 0 1 0 0 0 0 0 0 0 0],[0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0]
3130,,Statistical analysis for prognosis of Hodgkin's lymphoma in teenagers and young adult patients,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3131,,Commonly used types of postmenopausal estrogen for treatment of hot flashes: scientific review,[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3132,,"Sphygmomanometer calibration: why, how and how often?",[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3133,skin cancer,Skin cancer: an overview of epidemiology and risk factors,[1 1 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0 0 0 0 0 0 0]
3134,,Binge drinking among US adults,[0 0 0 0 0],[0 0 0 0 0 0]
3135,pancreatic cancer,Pancreatic cancer,[1 1],[1 1 1 1]
3136,,Tannins are astringent,[0 0 0],[0 0 0 0 0 0 0 0]
3137,,Subacute thyroiditis,[0 0],[0 0 0 0 0]
3138,dizziness,Dizziness: approach to evaluation and management,[1 0 0 0 0 0 0],[1 1 0 0 0 0 0 0]
3139,,Peyronie's disease,[0 0 0],[0 0 0 0 0 0 0]
3140,,Characterization of Escherichia coli O157: H7 and other Shiga toxin-producing E. coli serotypes isolated from sheep,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3141,skin cancer,Epidemiology of skin cancer: role of some environmental factors,[0 0 1 1 0 0 0 0 0 0],[0 0 0 0 0 1 1 0 0 0 0 0 0]
3142,scarlet fever,Streptococcus pyogenes and re-emergence of scarlet fever as a public health problem,[0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
3143,dystonia,The genetics of dystonia: new twists in an old tale,[0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 1 1 0 0 0 0 0 0 0]
3144,,Current treatment for vitreous floaters,[0 0 0 0 0],[0 0 0 0 0 0 0 0]
3145,,Intense pulsed light for evaporative dry eye disease,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3146,heart failure,Diagnosis and evaluation of heart failure,[0 0 0 0 1 1],[0 0 0 0 1 1]
3147,,"Infusion reactions: diagnosis, assessment, and management",[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0]
3148,,The natural history of recurrent facial-oral infection with herpes simplex virus,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3149,common cold,Viruses and bacteria in the etiology of the common cold,[0 0 0 0 0 0 0 0 1 1],[0 0 0 0 0 0 0 0 0 1 1]
3150,,Incidence and natural history of Raynaud phenomenon: a long-term follow-up (14 years) of a random sample from the general population,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3151,,"Traumatic events and post‐traumatic stress disorder in the community: prevalence, risk factors and comorbidity",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3152,bulimia,Risk factors for bulimia nervosa: A community-based case-control study,[0 0 0 1 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
3153,acute cholecystitis,TG13 surgical management of acute cholecystitis,[0 0 0 0 1 1],[0 0 0 0 0 0 1 1 1 1 1 1]
3154,,Acetaldehyde and gastric cancer,[0 0 0 0],[0 0 0 0 0 0 0 0]
3155,discoid eczema,Patch testing in discoid eczema,[0 0 0 1 1],[0 0 0 1 1 1 1 1]
3156,scoliosis,The pathogenesis of adolescent idiopathic scoliosis: review of the literature,[0 0 0 0 0 1 0 0 0 0 0],[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0]
3157,,A quantitative study of the face in Down's syndrome,[0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
3158,,Biological organization of the extraocular muscles,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0]
3159,,REM and NREM sleep mentation,[0 0 0 0 0],[0 0 0 0 0 0 0 0]
3160,polymyalgia rheumatica,Clinical features of polymyalgia rheumatica and giant cell arteritis,[0 0 0 1 1 0 0 0 0],[0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0]
3161,,Acute myocardial infarction,[0 0 0],[0 0 0 0 0 0 0]
3162,,Gonorrhoea in men: clinical and diagnostic aspects.,[0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
3163,bunion,How to examine a foot and what to do with a bunion,[0 0 0 0 0 0 0 0 0 0 0 1],[0 0 0 0 0 0 0 0 0 0 0 1 1]
3164,,Epidemiology and natural history of pelvic floor dysfunction,[0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
3165,,How does an axon grow?,[0 0 0 0 0 0],[0 0 0 0 0 0 0]
3166,genital herpes,Genital herpes infection: a review.,[1 1 0 0 0 0 0],[1 1 1 1 0 0 0 0 0]
3167,atrial atrial fibrillation,Atrial fibrosis: mechanisms and clinical relevance in atrial fibrillation,[1 0 0 0 0 0 0 0 1 1],[1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1]
3168,,Molecular mapping of the Edwards syndrome phenotype to two noncontiguous regions on chromosome 18.,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3169,ovarian cancer,Diagnosis and management of ovarian cancer,[0 0 0 0 1 1],[0 0 0 0 1 1 1 1]
3170,germ cell tumours,Testicular germ-cell tumours in a broader perspective,[0 1 0 1 1 0 0 0 0],[0 0 1 1 0 1 1 1 1 0 0 0 0]
3171,retinoblastoma,Incidence of retinoblastoma from 1958 to 1998 in Northern Europe: advantages of birth cohort analysis,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3172,chilblains,Pharmacologic treatment of idiopathic chilblains (Pernio): a systematic review,[0 0 0 0 1 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0]
3173,,"Treatment of Hodgkin lymphoma: the past, present, and future",[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3174,,Retrospective cohort of trisomy 18 (Edwards syndrome) in southern Brazil,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3175,,Intrasacral perineurial cyst,[0 0 0],[0 0 0 0 0 0 0 0 0 0]
3176,,"Hashimotos' thyroiditis: Epidemiology, pathogenesis, clinic and therapy",[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3177,chronic fatigue chronic fatigue syndrome,The prognosis of chronic fatigue and chronic fatigue syndrome: a systematic review.,[0 0 0 1 1 0 1 1 1 0 0 0 0 0],[0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0]
3178,heart failure,Outcome of heart failure with preserved ejection fraction in a population-based study,[0 0 1 1 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
3179,,Febrile illness with skin rashes,[0 0 0 0 0],[0 0 0 0 0 0 0 0]
3180,hearing loss,Change in prevalence of hearing loss in US adolescents,[0 0 0 0 1 1 0 0 0],[0 0 0 0 1 1 0 0 0]
3181,epilepsy epilepsy,Is epilepsy a progressive disorder? Prospects for new therapeutic approaches in temporal-lobe epilepsy,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1]
3182,,"Coeliac disease—a meeting point for genetics, immunology, and protein chemistry",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3183,rosacea,Rosacea treatment update: recommendations from the global ROSacea COnsensus (ROSCO) panel,[1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3184,,Arrhythmia in COVID-19,[0 0 0],[0 0 0 0 0 0 0 0 0 0]
3185,breast cancer,Various types and management of breast cancer: an overview,[0 0 0 0 0 1 1 0 0 0],[0 0 0 0 0 1 1 0 0 0]
3186,,Corn production,[0 0],[0 0]
3187,,Antemortem diagnosis of frontotemporal lobar degeneration,[0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3188,,What role do metaphors play in racial prejudice? The function of antisemitic imagery in Hitler's Mein Kampf,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3189,osteosarcoma,"Osteosarcoma: a review of diagnosis, management, and treatment strategies",[1 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
3190,,The volume of primary angioplasty procedures and survival after acute myocardial infarction,[0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3191,,The orbit,[0 0],[0 0]
3192,liver cancer,Primary liver cancer: worldwide incidence and trends,[0 1 1 0 0 0 0 0],[0 1 1 0 0 0 0 0]
3193,,Introduction to plasma physics,[0 0 0 0],[0 0 0 0]
3194,insomnia,Brain mechanisms of insomnia: new perspectives on causes and consequences,[0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 1 1 0 0 0 0 0 0 0]
3195,germ cell tumours,Consensus on the management of intracranial germ-cell tumours,[0 0 0 0 0 0 1 0 1 1],[0 0 0 0 0 0 0 0 1 1 0 1 1 1 1]
3196,hodgkin lymphoma,Imaging Hodgkin and non-Hodgkin lymphoma in the head and neck,[0 0 0 0 0 1 1 0 0 0 0 0],[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0]
3197,,Explaining differences in age at autism spectrum disorder diagnosis: A critical review,[0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
